filename,character,content
[03-0021][03.04.07-03.08.66].ogg,Chtholly,キス…　させろとか言ったら…　どうする？
[03-0022][03.12.25-03.13.13].ogg,Chtholly,えっと…
[03-0023][03.14.46-03.16.30].ogg,Chtholly,何言ってんだ　私
[03-0024][03.28.06-03.32.73].ogg,Chtholly,何やってんだ…
[03-0025][03.31.23-03.32.73].ogg,Collon,クトリ　元気か
[03-0026][03.34.36-03.35.19].ogg,Collon,元気だ
[03-0027][03.35.31-03.36.32].ogg,Lakhesh,よかったです
[03-0028][03.36.40-03.39.69].ogg,Lakhesh,いつも戦いのあとって　すごくつらそうだから
[03-0029][03.40.40-03.43.66].ogg,Chtholly,そういえば…なんか体軽いかも
[03-0030][03.43.66-03.45.74].ogg,Collon,そうだ　気合いと根性
[03-0031][03.45.99-03.48.12].ogg,Chtholly,そっか　昨日の…
[03-0032][03.50.75-03.53.04].ogg,Chtholly,かっ彼　今どこにいるのか知ってる
[03-0033][03.53.37-03.55.42].ogg,Lakhesh,彼って　ヴィレムさんですよね
[03-0034][03.56.96-03.58.71].ogg,Collon,ネフレンと寝てた！
[03-0035][04.10.98-04.12.39].ogg,Willem,妖精兵器か
[03-0036][04.14.73-04.16.23].ogg,Willem,おはよう　クトリ
[03-0037][04.18.07-04.19.02].ogg,Chtholly,おはよう
[03-0038][04.20.61-04.23.36].ogg,Chtholly,夜中　２人っきりで何してたわけ
[03-0039][04.23.74-04.27.45].ogg,Willem,何って　お前が妖精郷の門なんぞを開かず
[03-0040][04.27.66-04.29.66].ogg,Willem,死ななくていい方法を考えてた
[03-0041][04.31.12-04.32.37].ogg,Chtholly,キミ　知ってるでしょ
[03-0042][04.33.41-04.35.58].ogg,Chtholly,そうでもしないと倒せない相手だから
[03-0043][04.36.21-04.37.71].ogg,Chtholly,私たちが戦ってるんじゃない
[03-0044][04.38.96-04.40.30].ogg,Willem,本当にそうか
[03-0045][04.41.96-04.45.26].ogg,Chtholly,選択の余地はない　同情やあわれみは迷惑よ！
[03-0046][04.46.51-04.47.97].ogg,Willem,調子はよくなったな
[03-0047][04.48.18-04.49.31].ogg,Chtholly,なっ何よ
[03-0048][04.50.93-04.53.39].ogg,Willem,ちょいと　朝の運動につきあえ
[03-0049][04.58.77-04.59.40].ogg,Willem,クトリ
[03-0050][05.00.48-05.02.74].ogg,Willem,お前が死ぬ覚悟を決めているのは
[03-0051][05.03.24-05.05.28].ogg,Willem,ここのチビたちの未来のためか
[03-0052][05.06.78-05.08.03].ogg,Chtholly,どうだっていいでしょ
[03-0053][05.12.37-05.14.20].ogg,Willem,腕を見てやる　かかってこい
[03-0054][05.14.46-05.18.00].ogg,Chtholly,はあ　ダグウェポンは私たちしか使えないのよ
[03-0055][05.18.33-05.18.92].ogg,Chtholly,あなたじゃ…
[03-0056][05.18.92-05.22.76].ogg,Willem,どうかな　お前よりうまく使えるかもしれねえぞ
[03-0057][05.24.63-05.25.22].ogg,Chtholly,そう
[03-0058][05.32.22-05.34.68].ogg,Chtholly,自分の言葉に後悔しないでね
[03-0059][05.35.48-05.36.39].ogg,Chtholly,こんな茶番
[03-0060][05.43.28-05.44.53].ogg,Chtholly,何が起こったの
[03-0061][05.45.90-05.47.03].ogg,Willem,それで終わりか
[03-0062][05.48.70-05.49.16].ogg,Chtholly,こ...
[03-0063][05.49.82-05.50.28].ogg,Willem,こ？
[03-0064][05.50.91-05.51.58].ogg,Chtholly,今度は！
[03-0065][06.01.79-06.03.30].ogg,Chtholly,キミ　何をしたのよ
[03-0066][06.03.92-06.07.01].ogg,Willem,いいか　カリヨン…ダグウェポンってのは
[03-0067][06.07.30-06.11.89].ogg,Willem,使用者のヴェネノムに応じて威力が変わる　強力な武器なんかじゃねえんだよ
[03-0068][06.12.76-06.13.60].ogg,Chtholly,何よ　それ
[03-0069][06.13.81-06.18.89].ogg,Willem,こいつはな　刀身に触れた相手の強大な力を利用する武器だ
[03-0070][06.19.35-06.22.48].ogg,Willem,相手が強ければ強いほど力を増す
[03-0071][06.23.73-06.26.86].ogg,Willem,なあ　今までのお前らのやり方とは
[03-0072][06.27.11-06.29.28].ogg,Willem,別の戦い方だってあるんじゃねえか
[03-0073][06.30.61-06.34.66].ogg,Willem,自爆なんて切り札　使わない戦い方がさ
[03-0074][06.37.20-06.40.37].ogg,Chtholly,キミに　私たちの何が分かるって言うの
[03-0075][06.41.29-06.45.34].ogg,Willem,基礎を知らないままだから　力任せに振るうしかできてねえ
[03-0076][06.46.09-06.48.01].ogg,Willem,分かってねえのはお前だ
[03-0077][06.51.59-06.54.30].ogg,Chtholly,なんなの　なんなのよ　キミ
[03-0078][06.54.47-06.55.89].ogg,Chtholly,いきなり来て全部
[03-0079][06.56.06-06.57.35].ogg,Chtholly,見透かしたように
[03-0080][06.58.02-07.01.90].ogg,Willem,そんな戦い方でいいなんて　本気で思ってるのか
[03-0081][07.06.32-07.08.82].ogg,Chtholly,認めない　認めちゃいけない
[03-0082][07.09.40-07.12.24].ogg,Chtholly,私たちの今までが　間違ってたなんて
[03-0083][07.14.66-07.15.83].ogg,Willem,いいから　聞け
[03-0084][07.16.58-07.17.29].ogg,Chtholly,聞くな
[03-0085][07.19.25-07.22.62].ogg,Willem,お前がダグウェポン本来の機能を正しく理解して…
[03-0086][07.22.83-07.23.54].ogg,Chtholly,言うな
[03-0087][07.24.17-07.26.34].ogg,Willem,ちゃんとした戦い方を学び
[03-0088][07.26.67-07.28.26].ogg,Willem,セニオリスを振るえたなら
[03-0089][07.28.92-07.29.84].ogg,Chtholly,知るな
[03-0090][07.35.18-07.38.39].ogg,Willem,そうすれば　お前は生きて帰って来られる
[03-0091][07.40.35-07.42.35].ogg,Chtholly,一体…　キミは…
[03-0092][07.43.48-07.45.11].ogg,Willem,体はよく動いている
[03-0093][07.45.52-07.47.02].ogg,Willem,思い切りも勘もいい
[03-0094][07.47.57-07.49.44].ogg,Willem,ヴェネノムのノリは大したもんだ
[03-0095][07.50.32-07.52.82].ogg,Willem,安心した　お前は強い
[03-0096][07.53.03-07.56.28].ogg,Willem,しかも　まだまだ…強くなれる…
[03-0097][07.57.08-07.57.78].ogg,Willem,だから…
[03-0098][08.01.21-08.05.08].ogg,Willem,お前はちゃんと帰って来い
[03-0099][08.11.88-08.12.80].ogg,Chtholly,なんなのよ
[03-0100][08.15.84-08.16.93].ogg,Nygglatho,復唱します
[03-0101][08.17.39-08.19.26].ogg,Nygglatho,３日後の八の鐘のとき
[03-0102][08.19.81-08.25.48].ogg,Nygglatho,当浮遊島港湾区よりダグウェポン適合者３名を帯剣状態で派遣する
[03-0103][08.26.31-08.30.23].ogg,Nygglatho,うち１名　セニオリスの適合精霊は作戦過程で…
[03-0104][08.31.99-08.36.74].ogg,Nygglatho,作戦過程で…　妖精郷の門を開くものとする
[03-0105][08.37.12-08.38.41].ogg,Limeskin,承知した
[03-0106][08.44.71-08.47.25].ogg,Nygglatho,なんで犠牲はうちの子だけなの
[03-0107][08.48.17-08.52.38].ogg,Nygglatho,あの子たちは恋も楽しいことも…まだまだこれからなのに…
[03-0108][09.02.85-09.06.06].ogg,Nygglatho,なんなの！　もうなんでなのよ！
[03-0109][09.07.81-09.08.81].ogg,Pannibal,失礼するよ
[03-0110][09.09.69-09.11.48].ogg,Nygglatho,なっ　何　ノックぐらい
[03-0111][09.11.48-09.12.53].ogg,Pannibal,緊急なんだ
[03-0112][09.13.11-09.15.49].ogg,Tiat,ヴィレムが　ヴィレムが死にそう
[03-0113][09.26.08-09.28.38].ogg,EbonCandle,われを滅するとは
[03-0114][09.29.25-09.32.84].ogg,EbonCandle,すさまじい力だな　若き人間
[03-0115][09.33.30-09.36.13].ogg,EbonCandle,だが　あれだけの禁呪
[03-0116][09.36.51-09.40.43].ogg,EbonCandle,反動は必ず呪詛となり　術者をさいなむ
[03-0117][09.44.18-09.47.44].ogg,EbonCandle,われはこれより100年の眠りにつく
[03-0118][09.47.73-09.51.44].ogg,EbonCandle,残念だが　貴様の死は見届けられそうにない
[03-0119][09.51.52-09.56.57].ogg,Willem,さっさと行け　この亡霊め　静かに死なせろってんだ
[03-0120][09.58.24-10.01.45].ogg,EbonCandle,さらばだ　人の勇者
[03-0121][10.09.25-10.13.80].ogg,Willem,前々から　まともな死に方はできないと覚悟してたが
[03-0122][10.14.71-10.16.59].ogg,Willem,リーリァ　悪い
[03-0123][10.16.80-10.18.72].ogg,Willem,スウォン　ごめんな
[03-0124][10.20.14-10.22.39].ogg,Willem,あとは　お前らに任せたぜ
[03-0125][10.31.15-10.34.86].ogg,Willem,アルマリア　本当にすまない
[03-0126][10.42.78-10.43.41].ogg,Willem,夢…
[03-0127][10.48.25-10.50.21].ogg,Nygglatho,だいぶ　うなされてたわね
[03-0128][10.51.04-10.55.96].ogg,Nygglatho,あなたの体　骨はヒビだらけだし　内臓はまともに機能してない
[03-0129][10.56.38-10.59.59].ogg,Nygglatho,スジ肉なんか　すんなりかみ切れるくらいボロボロじゃない
[03-0130][10.59.93-11.01.18].ogg,Willem,食いでがないだろ
[03-0131][11.01.64-11.03.68].ogg,Nygglatho,本気で心配しているの
[03-0132][11.04.10-11.05.68].ogg,Nygglatho,過去があったにせよ
[03-0133][11.05.89-11.07.85].ogg,Nygglatho,こんな体で過ごしてたなんて
[03-0134][11.08.85-11.10.27].ogg,Willem,古傷ってやつだ
[03-0135][11.11.14-11.12.52].ogg,Nygglatho,昔の戦いの？
[03-0136][11.13.23-11.15.57].ogg,Willem,まあ　いろいろあったからな
[03-0137][11.20.03-11.23.07].ogg,Nygglatho,絶対安静よ　おとなしく寝ていなさいね
[03-0138][11.29.96-11.32.29].ogg,Nygglatho,もうだいぶ前のことになるけど
[03-0139][11.32.75-11.36.71].ogg,Nygglatho,私は　とあるサルべージャーグループに協力していたことがあったの
[03-0140][11.37.34-11.38.76].ogg,Nygglatho,ある日の探索で
[03-0141][11.39.13-11.41.93].ogg,Nygglatho,偶然　凍りついた地底湖にたどり着いてね
[03-0142][11.44.18-11.46.81].ogg,Nygglatho,そこで　彼を見つけたのよ
[03-0143][11.50.39-11.54.48].ogg,Nygglatho,調査の結果　呪いで石になった青年だと分かったわ
[03-0144][11.55.15-11.58.90].ogg,Nygglatho,そしてその後　私たちは彼を島へ連れ帰った
[03-0145][12.02.65-12.04.70].ogg,Nygglatho,目覚めた当初は大変だったの
[03-0146][12.05.03-12.07.24].ogg,Nygglatho,暴れるわ　言葉は通じないわ
[03-0147][12.08.49-12.12.62].ogg,Nygglatho,でも　彼の持ち物だった　言語理解のタリスマンのおかげで
[03-0148][12.12.83-12.14.42].ogg,Nygglatho,話ができるようになったの
[03-0149][12.15.13-12.18.30].ogg,Nygglatho,それでようやく　彼の正体が判明したわ
[03-0150][12.19.30-12.22.72].ogg,Nygglatho,同族以外のすべてを敵に回し　戦い続け…
[03-0151][12.23.05-12.26.34].ogg,Nygglatho,あげくの果てに地上ごと滅びた忌まわしき種族
[03-0152][12.27.05-12.29.26].ogg,Nygglatho,その人間族最後の生き残り
[03-0153][12.29.85-12.32.39].ogg,Nygglatho,それが彼　ヴィレム･クメシュ
[03-0154][12.37.65-12.39.52].ogg,Nygglatho,みんなの気持ちは分かるわ
[03-0155][12.40.78-12.44.65].ogg,Nygglatho,でもあの人のことを怖がったり　疎んだりしないでほしい
[03-0156][12.45.49-12.46.24].ogg,Nygglatho,だからね
[03-0157][12.48.37-12.49.87].ogg,Collon,待って～
[03-0158][12.52.12-12.55.79].ogg,Collon,ヴィレム　あなた　滅亡したんですって？
[03-0159][12.55.54-12.58.54].ogg,Tiat,人間族って　ホントあたしたちと変わらないのね
[03-0160][12.59.04-13.02.67].ogg,Pannibal,興味深い　キミたちの話をいろいろ聞かせてくれ
[03-0161][13.03.09-13.05.68].ogg,Lakhesh,あの　うまくは言えないですけど
[03-0162][13.05.88-13.07.14].ogg,Lakhesh,元気出してください
[03-0163][13.07.14-13.08.05].ogg,Willem,そうだね
[03-0164][13.10.43-13.11.56].ogg,Nygglatho,あなたたち
[03-0165][13.19.36-13.20.52].ogg,,待って～
[03-0166][13.21.11-13.23.03].ogg,Nygglatho,まったく　あの子たちったら
[03-0167][13.24.61-13.26.57].ogg,Ithea,一気に静かになったっすねえ
[03-0168][13.26.70-13.29.70].ogg,Nygglatho,騒がしくするなら　あなたも追い出すわよ
[03-0169][13.30.74-13.31.87].ogg,Ithea,それはご勘弁
[03-0170][13.31.99-13.34.83].ogg,Ithea,ちょっとそこの死にかけさんが人間族だってことで
[03-0171][13.34.83-13.36.50].ogg,Ithea,確認したいことがありまして
[03-0172][13.37.04-13.38.04].ogg,Willem,何が聞きたい
[03-0173][13.39.46-13.43.26].ogg,Ithea,その人間族様がなんであたしらにかまうんすかねえ
[03-0174][13.43.51-13.46.30].ogg,Ithea,ちゃんとした理由も無しに命がけだとか
[03-0175][13.47.09-13.49.39].ogg,Ithea,かなり　気持ち悪いっすよ
[03-0176][13.50.22-13.55.14].ogg,Willem,まあ　そりゃあ　可愛い子供に優しくするのは当然だろ
[03-0177][13.55.81-13.57.56].ogg,Willem,女の子ならなおのことな
[03-0178][13.57.85-13.59.65].ogg,Ithea,可愛いなんて見た目だけっすよ
[03-0179][13.59.90-14.02.52].ogg,Ithea,そもそもあたしらみんな女で　性別なんて…
[03-0180][14.02.52-14.04.40].ogg,Willem,可愛らしい外見ってのは
[03-0181][14.04.65-14.11.91].ogg,Willem,そいつらの「愛されたい、大事にされたい」ってそう望む本質が自分自身をそう形作ってんだ
[03-0182][14.12.99-14.14.37].ogg,Ithea,あたしらもそうだと？
[03-0183][14.15.16-14.19.46].ogg,Willem,わざわざそんな姿で生まれてくる生物だ　説得力あるだろ
[03-0184][14.19.88-14.22.71].ogg,Ithea,つまり　種族ぐるみで甘えん坊と
[03-0185][14.24.21-14.27.42].ogg,Ithea,技官が少女趣味ってことまで計算に入れれば
[03-0186][14.28.55-14.29.84].ogg,Ithea,筋は通るっすねえ
[03-0187][14.29.68-14.30.55].ogg,Willem,いや待て　誤解だ
[03-0188][14.32.93-14.34.26].ogg,Nygglatho,少女趣味って…
[03-0189][14.35.18-14.35.97].ogg,Nephren,クトリ…
[03-0190][14.42.77-14.43.77].ogg,Chtholly,冗談じゃない
[03-0191][14.46.61-14.48.45].ogg,Chtholly,彼のほうが正しいって言うの？
[03-0192][14.50.45-14.52.53].ogg,Willem,分かってねえのはお前だ
[03-0193][14.53.20-14.56.79].ogg,Willem,そんな戦い方でいいなんて　本気で思ってるのか
[03-0194][15.00.58-15.01.54].ogg,,これでよし
[03-0195][15.02.63-15.03.42].ogg,,行ってくるわ
[03-0196][15.07.13-15.09.51].ogg,Chtholly,すごく　怖かったのに
[03-0197][15.11.97-15.15.47].ogg,Chtholly,時間をかけてやっと　覚悟を決めたのに
[03-0198][15.42.71-15.44.29].ogg,Chtholly,帰りたくないなあ
[03-0199][15.51.51-15.53.18].ogg,Chtholly,急に押しかけて　すいません
[03-0200][15.54.09-15.54.93].ogg,Limeskin,構わん
[03-0201][15.55.85-15.59.93].ogg,Limeskin,塵風の庵は常に誇リある戦士に開かれている
[03-0202][16.02.73-16.05.48].ogg,Chtholly,ありがとうございます「ライムスキン」一位武官
[03-0203][16.12.53-16.13.07].ogg,Chtholly,にが…
[03-0204][16.15.03-16.16.20].ogg,Limeskin,何があった
[03-0205][16.19.54-16.24.92].ogg,Chtholly,いまさら　やっぱり死ぬのが怖いとか　言っちゃダメですよね
[03-0206][16.27.13-16.32.01].ogg,Chtholly,ヴィレム二位技官に　これまでの私たちとは別の戦い方を示されました
[03-0207][16.33.34-16.34.13].ogg,Chtholly,そんなの…
[03-0208][16.35.22-16.36.93].ogg,Chtholly,そんなの認められない
[03-0209][16.37.10-16.40.06].ogg,Chtholly,姉たちや　その死を否定することになるから
[03-0210][16.41.10-16.41.60].ogg,Chtholly,でも…
[03-0211][16.42.10-16.43.14].ogg,Limeskin,恐れたか？
[03-0212][16.47.48-16.47.90].ogg,Chtholly,はい
[03-0213][16.48.77-16.50.65].ogg,Limeskin,なるほどな
[03-0214][16.51.15-16.54.95].ogg,Limeskin,あの男は貴様のうちに吹く風と戦おうというのだな
[03-0215][16.56.49-16.57.16].ogg,Chtholly,風？
[03-0216][16.57.70-17.00.58].ogg,Limeskin,貴様が覚悟と呼ぶ物の正体が
[03-0217][17.00.66-17.03.71].ogg,Limeskin,諦めと言い換えれば少しは理解しやすいか？
[03-0218][17.04.54-17.06.92].ogg,Chtholly,私に戦士としての覚悟がないと？
[03-0219][17.07.42-17.11.34].ogg,Limeskin,否　諦めと覚悟は本質的に同じだ
[03-0220][17.12.17-17.16.68].ogg,Limeskin,どちらも目的のため　大切なものを切り捨てる決断を指す
[03-0221][17.18.68-17.21.43].ogg,Limeskin,戦士は己の胸に風を抱く
[03-0222][17.21.77-17.24.39].ogg,Limeskin,標無き道に標を得るために
[03-0223][17.25.02-17.30.15].ogg,Limeskin,戦場の果て　汚れなき魂が安息する地を求めて
[03-0224][17.32.86-17.33.86].ogg,Chtholly,一位武官
[03-0225][17.34.44-17.37.07].ogg,Chtholly,言ってること　半分も分かりません
[03-0226][17.37.41-17.38.28].ogg,Limeskin,そうか
[03-0227][17.38.70-17.42.33].ogg,Chtholly,ただ　怒られるかもしれないけど一つ告白します
[03-0228][17.43.62-17.47.71].ogg,Chtholly,私　実は戦士になんてなりたくなかったんです
[03-0229][18.01.43-18.03.93].ogg,Willem,ご苦労さんだったな　セニオリス
[03-0230][18.08.31-18.11.61].ogg,Willem,よう　おかえり　家出娘
[03-0231][18.12.19-18.14.90].ogg,Chtholly,ただの散歩よ　何してるの
[03-0232][18.15.36-18.17.28].ogg,Willem,お前の相棒のメンテナンスだよ
[03-0233][18.18.28-18.20.66].ogg,Chtholly,適合者の許可も無しに勝手して
[03-0234][18.36.88-18.38.26].ogg,Chtholly,綺麗な演奏
[03-0235][18.39.76-18.40.84].ogg,Willem,演奏か
[03-0236][18.46.31-18.48.10].ogg,Chtholly,ねえ　この光って何？
[03-0237][18.48.56-18.50.06].ogg,Willem,「タリスマン」の輝きだ
[03-0238][18.50.60-18.55.40].ogg,Willem,「カリヨン」ってのは雑多な「タリスマン」を剣の形に封じ込めたもんだからな
[03-0239][18.57.53-19.00.66].ogg,Chtholly,じゃあ　これは誰かのお願いごとの輝きね
[03-0240][19.06.54-19.11.62].ogg,Willem,今お前がはじいたのは「熱いものを飲んでも舌をヤケドしない」タリスマンだな
[03-0241][19.13.08-19.17.42].ogg,Willem,その隣は「初めて訪れた場所でも北の方角が分かる」で
[03-0242][19.18.01-19.21.01].ogg,Willem,その上が「風邪で寝込んでいるときに悪夢を見ない」
[03-0243][19.21.51-19.23.14].ogg,Willem,「猫の鳴きマネがうまくなる」
[03-0244][19.21.26-19.23.39].ogg,Chtholly,えっと　これ「セニオリス」よね
[03-0245][19.23.68-19.25.01].ogg,Chtholly,伝説の武器よね
[03-0246][19.25.85-19.28.14].ogg,Willem,「タリスマン」同士を呪力線でつなぐと
[03-0247][19.28.31-19.30.35].ogg,Willem,複雑に相互干渉したあげく
[03-0248][19.30.52-19.32.85].ogg,Willem,まったく違う効果を表すんだと
[03-0249][19.35.65-19.39.65].ogg,Chtholly,伝説の聖剣だなんて言うから　もっと凄いのかと思ってた
[03-0250][19.39.94-19.41.20].ogg,Willem,残念だったな
[03-0251][19.43.78-19.46.78].ogg,Chtholly,さっきね　一位武官に話をしてきた
[03-0252][19.47.95-19.53.79].ogg,Chtholly,「戦闘当日までに、私がその気になったら、妖精郷の門は開かなくてもいい」って
[03-0253][19.54.17-19.58.17].ogg,Chtholly,「私の覚悟と伸びしろに、15番島の浮沈を賭ける」って
[03-0254][19.59.76-20.00.34].ogg,Willem,そうか
[03-0255][20.06.10-20.08.56].ogg,Chtholly,私本当に　強くなれる？
[03-0256][20.09.35-20.11.10].ogg,Willem,嫌だと言ってもそうする
[03-0257][20.14.56-20.16.48].ogg,Chtholly,じゃあ　お言葉に甘えて言わせて
[03-0258][20.16.77-20.17.32].ogg,Willem,なんだ？
[03-0259][20.17.77-20.21.95].ogg,Chtholly,え～とねえ　強くなんてなりたくない
[03-0260][20.22.65-20.26.91].ogg,Willem,そこは愛情に気付いて　涙ながらに素直になるところだろ
[03-0261][20.27.08-20.29.74].ogg,Chtholly,へーん　目いっぱい素直にしてるわよ
[03-0262][20.30.95-20.33.29].ogg,Chtholly,それくらい分かれ　バカ
[03-0263][20.35.04-20.37.00].ogg,Willem,じゃあ　戦いから生きて戻ったら
[03-0264][20.37.17-20.39.09].ogg,Willem,なんでも１つ言うことを聞いてやる
[03-0265][20.41.34-20.43.30].ogg,Willem,結婚しろとかそういうのはパスな
[03-0266][20.43.76-20.45.09].ogg,Chtholly,「なんでも」って
[03-0267][20.45.09-20.47.55].ogg,Willem,もっと地に足の着いたやつにしとけって
[03-0268][20.52.98-20.53.60].ogg,Chtholly,お菓子
[03-0269][20.54.89-20.57.44].ogg,Chtholly,この前食堂で　お菓子作ってたでしょ
[03-0270][20.58.02-21.00.53].ogg,Chtholly,それなら　バターケーキって作れる？
[03-0271][21.02.44-21.05.57].ogg,Almaria,胸焼けするくらいケーキ　食べてもらうからね
[03-0272][21.07.07-21.09.70].ogg,Chtholly,私の姉…　先輩にね
[03-0273][21.10.41-21.12.45].ogg,Chtholly,戦いから生きて帰ってくるたび
[03-0274][21.12.66-21.15.92].ogg,Chtholly,本当においしそうにバターケーキを食べていた人がいたの
[03-0275][21.16.83-21.19.59].ogg,Chtholly,今は食堂のメニューに　バターケーキがなくて
[03-0276][21.19.92-21.21.46].ogg,Chtholly,真似できなくなっちゃったんだ
[03-0277][21.22.88-21.24.59].ogg,Chtholly,だから　お願い
[03-0278][21.25.59-21.26.93].ogg,Willem,よりにもよって…
[03-0279][21.28.68-21.29.22].ogg,Chtholly,ヴィレム？
[03-0280][21.29.68-21.30.97].ogg,Willem,しょうがねえなあ
[03-0281][21.37.44-21.40.32].ogg,Willem,いいぜ　胸焼けするほど食わしてやる
[03-0282][21.45.82-21.48.91].ogg,Willem,だから　絶対生きて戻ってこい
[03-0283][21.55.25-21.56.08].ogg,Chtholly,任せといて
[03-0284][21.57.50-22.01.75].ogg,Grick,で　お前はなんでこんな所で俺と飯食ってんだよ
[03-0285][22.02.17-22.04.26].ogg,Willem,教えられることは教えたし
[03-0286][22.04.59-22.06.92].ogg,Willem,剣の調整も限界までやったし
[03-0287][22.07.05-22.09.22].ogg,Grick,いやいや　見送りくらい行けよ
[03-0288][22.09.55-22.13.22].ogg,Willem,それで連中の勝率が変わるわけでもねえしなあ
[03-0289][22.13.81-22.18.48].ogg,Grick,信じる心が不思議な力とかになるかもしれねえだろうがよ
[03-0290][22.18.69-22.21.81].ogg,Willem,それがならねえから　みんな苦労してんだろ
[03-0291][22.22.98-22.25.07].ogg,Grick,お前の言葉にはロマンがねえ
[03-0292][22.27.61-22.29.24].ogg,Chtholly,じゃ　行ってくるわ
[03-0293][22.30.16-22.30.99].ogg,Willem,そうだ
[03-0294][22.32.49-22.35.45].ogg,Willem,バターと小麦粉が安い店　知ってるか？
[04-0001][00.36.55-00.37.39].ogg,Pannibal,なるほど
[04-0002][00.37.51-00.38.93].ogg,Collon,なるほど～！
[04-0003][00.43.98-00.45.69].ogg,Tiat,素敵だった
[04-0004][00.45.69-00.46.81].ogg,Collon,大人！
[04-0005][00.46.81-00.47.31].ogg,Pannibal,ふん
[04-0006][00.47.40-00.49.19].ogg,Lakhesh,私もいつか…
[04-0007][00.49.44-00.51.23].ogg,Nygglatho,お気に召さなかったみたいね
[04-0008][00.51.69-00.53.44].ogg,Willem,まあ　トカゲじゃな
[04-0009][00.56.07-00.58.62].ogg,Nygglatho,やっぱり気になる　クトリたちのこと
[04-0010][00.59.20-01.01.49].ogg,Nygglatho,もう半月も連絡ないものね
[04-0011][01.03.33-01.06.62].ogg,Willem,待つしかできねえって　分かっちゃいるが
[04-0012][01.09.50-01.13.01].ogg,Nygglatho,そういうときは　無理にでも忙しくしちゃうほうがいいかも
[04-0013][01.13.21-01.15.17].ogg,Nygglatho,ちょっと仕事を頼まれてくれる
[04-0014][01.15.26-01.16.09].ogg,Willem,仕事
[04-0015][01.16.09-01.18.80].ogg,,おおお　お待たせ致しました
[04-0016][01.20.60-01.22.64].ogg,Nygglatho,うわあ　おいしそう
[04-0017][01.22.68-01.24.31].ogg,Nygglatho,ありがとう　マスタ
[04-0018][01.24.89-01.28.94].ogg,,ごっごめんなさい　食べないで　食べないで
[04-0019][01.30.02-01.32.27].ogg,Willem,お前また何かしたのか
[04-0020][01.32.32-01.33.73].ogg,Nygglatho,してないわよ
[04-0021][03.09.79-03.12.79].ogg,Willem,こいつは業者呼んだほうがよさそうだな
[04-0022][03.13.29-03.15.13].ogg,Willem,とりあえず応急処置を…
[04-0023][03.16.75-03.19.05].ogg,Willem,なあクトリ　木づち取ってくれ
[04-0024][03.24.01-03.24.85].ogg,Willem,クトリ？
[04-0025][03.27.35-03.28.14].ogg,Willem,アイセア？
[04-0026][03.28.64-03.29.35].ogg,Willem,レン？
[04-0027][03.37.44-03.38.11].ogg,Willem,クトリ！
[04-0028][03.38.69-03.39.65].ogg,Willem,アイセア！
[04-0029][03.39.90-03.40.61].ogg,Willem,レン！
[04-0030][03.41.15-03.41.82].ogg,Willem,クトリ！
[04-0031][03.42.03-03.42.91].ogg,Willem,クトリ！
[04-0032][03.43.32-03.44.28].ogg,Willem,クトリ！
[04-0033][03.46.20-03.48.16].ogg,Nygglatho,もう　受け入れなさい
[04-0034][03.49.87-03.54.17].ogg,Nygglatho,忘れたの　あの子たちを戦いに送り出したことを…
[04-0035][03.55.58-03.58.05].ogg,Nygglatho,あの子たちはもう　どこにもいないの
[04-0036][04.02.05-04.06.80].ogg,Nygglatho,あの子たちは…もう…死んだの
[04-0037][04.12.06-04.14.81].ogg,Willem,夢落ちでホントよかったよ　ちくしょう
[04-0038][04.14.81-04.16.48].ogg,Tiat,何何　どうしたの
[04-0039][04.19.78-04.21.94].ogg,Willem,いやほら　見えてきたぞ
[04-0040][04.22.15-04.23.20].ogg,Tiat,何何
[04-0041][04.24.95-04.27.83].ogg,Tiat,ふおーっ！コリナディルーチェ！
[04-0042][04.35.42-04.39.42].ogg,Willem,ちょっとって距離じゃねえだろ　丸一日かかったじゃねえか
[04-0043][04.45.47-04.48.85].ogg,Willem,この街はシルシナシも普通に暮らしてるみたいだな
[04-0044][04.50.47-04.52.52].ogg,Tiat,綺麗な街
[04-0045][04.56.23-04.58.02].ogg,Nygglatho,ティアットが夢を見たの
[04-0046][04.58.73-05.00.77].ogg,Nygglatho,行ったことのないはずの場所で
[04-0047][05.01.28-05.03.82].ogg,Nygglatho,見たことのないはずの光景を見て
[04-0048][05.04.36-05.08.87].ogg,Nygglatho,会ったことのないはずの誰かと話した　そんな夢…
[04-0049][05.13.12-05.16.04].ogg,Pannibal,牛乳を飲んだからってすぐ背は伸びないぞ
[04-0050][05.16.17-05.18.58].ogg,Tiat,そっそんなの分からないじゃない
[04-0051][05.18.67-05.21.55].ogg,Lakhesh,ティアット　毎日飲んで頑張ってるもんね
[04-0052][05.21.55-05.23.42].ogg,Collon,ぐぐぐ～んってなるかも！
[04-0053][05.23.63-05.26.43].ogg,Willem,夢ってのは　大体そういうもんだろ
[04-0054][05.27.01-05.30.72].ogg,Nygglatho,違うのよ　あの子たちには分かるんですって
[04-0055][05.31.22-05.35.02].ogg,Nygglatho,起きた瞬間　今見たのが特別な夢だって
[04-0056][05.36.10-05.37.69].ogg,Nygglatho,それが「兆し」
[04-0057][05.39.02-05.40.77].ogg,Nygglatho,兆しの夢を見た子は
[04-0058][05.40.90-05.45.19].ogg,Nygglatho,コリナディルーチェ市にある総合施療院で検査を受けなくちゃいけないの
