filename,character,content
[cd02-0019][00.58.54-01.02.86].ogg,Chtholly,アイセア！夫婦って別に私は……
[cd02-0020][01.03.37-01.06.37].ogg,Tiat,先輩たち、ここにいたんですね！
[cd02-0021][01.06.76-01.09.92].ogg,Chtholly,ど、どうしたのティアット、そんなに慌てて
[cd02-0022][01.10.30-01.12.15].ogg,Tiat,映画です、映画なんです！
[cd02-0023][01.12.69-01.13.14].ogg,Nephren,映画？
[cd02-0024][01.13.50-01.15.51].ogg,Ithea,なんか新作でも見てきたんっすか？
[cd02-0025][01.15.94-01.17.45].ogg,Tiat,ううん、違うの
[cd02-0026][01.18.20-01.20.32].ogg,Tiat,私、映画を撮る！
[cd02-0027][01.22.48-01.27.23].ogg,Chtholly,終末なにしてますか？忙しいですか？救ってもらっていいですか？
[cd02-0028][01.27.95-01.28.97].ogg,Chtholly,スペシャルオーディオドラマ
[cd02-0029][01.29.75-01.31.20].ogg,Tiat,「名監督ティアット」
[cd02-0030][01.37.53-01.41.17].ogg,Willem,つまり、倉庫の掃除当番だったティアットが
[cd02-0031][01.41.55-01.45.27].ogg,Chtholly,なぜかたくさん仕舞われていた映像晶石を見つけて
[cd02-0032][01.45.76-01.48.27].ogg,Nephren,ナイグラートに使用許可を求めたところ
[cd02-0033][01.48.71-01.51.68].ogg,Ithea,あっさりOKが出たってわけっすか
[cd02-0034][01.52.08-01.53.05].ogg,Tiat,そうなの！
[cd02-0035][01.53.75-01.58.29].ogg,Tiat,映画！ああ、私の大好きな数々の名作
[cd02-0036][01.58.93-02.02.15].ogg,Tiat,「脱皮する隣人に卵の数だけ抱きしめて」
[cd02-0037][02.02.60-02.05.11].ogg,Tiat,「鱗逆立てるほどの愛」
[cd02-0038][02.03.44-02.05.30].ogg,Willem,全部、とかげ映画じゃないのか？
[cd02-0039][02.06.15-02.10.90].ogg,Tiat,私も、誰かを感動させる映画が撮りたいって前から思ってて
[cd02-0040][02.11.38-02.14.99].ogg,Tiat,恥ずかしいけど、ずっと温めてきたストーリーもあるの
[cd02-0041][02.15.66-02.16.46].ogg,Nephren,どんな内容？
[cd02-0042][02.16.98-02.17.95].ogg,Tiat,えっとね
[cd02-0043][02.18.68-02.22.73].ogg,Tiat,高貴な身分のお嬢様が、窮屈なお屋敷を抜け出して
[cd02-0044][02.23.04-02.25.56].ogg,Tiat,身分を隠したまま街を散策するの
[cd02-0045][02.25.88-02.27.15].ogg,Ithea,ふんふん
[cd02-0046][02.27.60-02.30.22].ogg,Tiat,普段見ない街の風景に驚きながら
[cd02-0047][02.30.65-02.33.86].ogg,Tiat,偶然出会った美男子に一目で恋に落ちる
[cd02-0048][02.34.74-02.38.45].ogg,Tiat,だけどそれは、実は生き別れのお兄さんだったのよ
[cd02-0049][02.39.13-02.41.63].ogg,Tiat,そして、男性は死ぬ
[cd02-0050][02.41.84-02.42.81].ogg,Willem,いきなりぶっ飛んだな
[cd02-0051][02.43.10-02.46.89].ogg,Tiat,でも、死んだはずの男と瓜二つの人が現れる
[cd02-0052][02.47.27-02.50.57].ogg,Tiat,再びお嬢様はその美男子と恋に落ちるの
[cd02-0053][02.51.05-02.52.80].ogg,Nephren,お嬢様、顔で選んでる
[cd02-0054][02.53.39-02.55.57].ogg,Tiat,そして、その男も死ぬ
[cd02-0055][02.55.78-02.56.71].ogg,Willem,サスペンスなのか？
[cd02-0056][02.57.26-03.00.94].ogg,Tiat,もう恋なんてしない、そう決めたお嬢様だったんだけど
[cd02-0057][03.01.28-03.04.24].ogg,Tiat,またまた同じ顔をした美男子がやってくるの
[cd02-0058][03.04.59-03.06.97].ogg,Ithea,もはや軽いホラーっすね
[cd02-0059][03.07.53-03.10.61].ogg,Tiat,ところがそれは、ライバル貴族の息子だった
[cd02-0060][03.11.35-03.14.41].ogg,Tiat,恋に落ち、真実の愛を求めた二人は
[cd02-0061][03.14.80-03.18.62].ogg,Tiat,街も身分も捨て、新天地へと旅立っていく
[cd02-0062][03.19.83-03.22.46].ogg,Tiat,ざっくりそんなお話！どう？
[cd02-0063][03.23.27-03.25.89].ogg,Willem,ふーん、まあいいんじゃねえか
[cd02-0064][03.26.29-03.30.09].ogg,Chtholly,で、でもね、ティアット、映画を撮るって難しいんじゃないの？
[cd02-0065][03.30.50-03.31.44].ogg,Tiat,大丈夫です！
[cd02-0066][03.31.97-03.36.45].ogg,Tiat,映画を作る映画を見て勉強しました、物の本もたくさん読みました
[cd02-0067][03.36.98-03.39.64].ogg,Ithea,その恋人同士の役は、誰がやるんっすか？
[cd02-0068][03.40.14-03.42.18].ogg,Tiat,ヴィレムとクトリ先輩にお願いします！
[cd02-0069][03.42.47-03.43.76].ogg,Willem,な、俺と！？
[cd02-0070][03.44.11-03.45.76].ogg,Chtholly,わ、私ですって！？
[cd02-0071][03.46.39-03.51.55].ogg,Tiat,強くて綺麗でかっこいい、クトリ先輩は私のイメージぴったりです
[cd02-0072][03.52.47-03.53.42].ogg,Tiat,ヴィレムは……
[cd02-0073][03.53.92-03.58.20].ogg,Tiat,他に男の人いないし、まあ引き立て役ならいいかなって
[cd02-0074][03.58.47-03.59.64].ogg,Willem,つれねえなあ、おい
[cd02-0075][03.59.71-04.02.73].ogg,Chtholly,そ、そんな急に……できないわよ！
[cd02-0076][04.03.06-04.04.15].ogg,Willem,いいじゃねえか、クトリ
[cd02-0077][04.04.74-04.08.92].ogg,Willem,ティアットがこんなにやる気になってんだ、子供の夢に水を差したくない
[cd02-0078][04.09.51-04.11.59].ogg,Chtholly,で、でも、相手は君なのよ！
[cd02-0079][04.12.08-04.15.01].ogg,Chtholly,もし本当に映画みたいな……
[cd02-0080][04.15.47-04.20.03].ogg,Chtholly,ラブシーンがあったら、あったら、あったら
[cd02-0081][04.20.27-04.21.82].ogg,Ithea,クトリ、よだれ
[cd02-0082][04.21.93-04.22.36].ogg,Chtholly,はっ
[cd02-0083][04.22.84-04.26.41].ogg,Ithea,はい、ティアット監督、女優さんオッケーみたいっすよ
[cd02-0084][04.26.59-04.29.50].ogg,Chtholly,待ってよ、まだ私やるなんて……
[cd02-0085][04.29.20-04.32.41].ogg,Tiat,わあ！ありがとう、クトリ先輩！
[cd02-0086][04.35.25-04.37.76].ogg,Chtholly,まあいいわ
[cd02-0087][04.38.50-04.42.28].ogg,Chtholly,でも演技なんてできないし、あまり期待しないでよね
[cd02-0088][04.49.20-04.54.01].ogg,Tiat,うーん、いいお天気、絶好の撮影日和
[cd02-0089][04.54.48-04.57.32].ogg,Ithea,監督、人払いオッケーっす
[cd02-0090][04.57.51-04.58.89].ogg,Tiat,ありがとう、助監督
[cd02-0091][04.59.59-05.00.68].ogg,Tiat,カメラマンの準備は？
[cd02-0092][05.01.26-05.03.76].ogg,Nephren,撮影機、準備よし、いつでも行ける
[cd02-0093][05.04.22-05.06.27].ogg,Willem,おまえら、順応早いなあ、おい
[cd02-0094][05.06.72-05.08.86].ogg,Nephren,撮影には少し興味があった
[cd02-0095][05.09.21-05.10.07].ogg,Willem,あ、そうか
[cd02-0096][05.10.80-05.13.02].ogg,Willem,そんで、主演女優はどこ行った？
[cd02-0097][05.14.54-05.20.01].ogg,Chtholly,ちょ、ちょっとねえ、レン、本当にこの格好で撮影するの？
[cd02-0098][05.20.57-05.24.64].ogg,Nephren,お嬢様は使用人になりすましてお屋敷を出たっていう設定
[cd02-0099][05.25.10-05.26.71].ogg,Nephren,メイド服を着るのは当たり前
[cd02-0100][05.27.03-05.30.80].ogg,Chtholly,しかもこれ、スカートの丈短すぎない？
[cd02-0101][05.31.61-05.33.45].ogg,Chtholly,どこにあったのよ、もう
[cd02-0102][05.33.88-05.35.82].ogg,Ithea,多少はサービスも必要っす
[cd02-0103][05.36.15-05.39.01].ogg,Ithea,ほらほら、技官も何か言ってあげるっす
[cd02-0104][05.39.40-05.43.42].ogg,Willem,お、まあ、似合ってんじゃねえか
[cd02-0105][05.43.69-05.44.07].ogg,Chtholly,本当！？
[cd02-0106][05.44.90-05.46.55].ogg,Chtholly,ならいいわ！
[cd02-0107][05.46.83-05.47.89].ogg,Ithea,ふん、ちょろいっす
[cd02-0108][05.48.58-05.54.37].ogg,Tiat,じゃあ、ヴィレムとクトリ先輩にはそこの恋人達っぽく立ってもらって
[cd02-0109][05.54.58-05.58.54].ogg,Willem,おお、ちょい待てティアット、ざっくりどんな話かは聞いたが
[cd02-0110][05.58.81-05.59.67].ogg,Willem,台本はどうした？
[cd02-0111][06.00.36-06.02.48].ogg,Willem,セリフが分からなくちゃどうしようもないぞ
[cd02-0112][06.02.91-06.06.43].ogg,Tiat,そこは、役者さんの感性にお任せ！
[cd02-0113][06.06.72-06.07.98].ogg,Chtholly,お、お任せ！？
[cd02-0114][06.08.34-06.12.99].ogg,Tiat,監督のイメージだけ伝えて、あとは役者が感じるままに演じる
[cd02-0115][06.13.58-06.16.65].ogg,Tiat,きっとその方が、より自然な演技になるはずです
[cd02-0116][06.19.49-06.22.34].ogg,Willem,しかたねえ、成り行きに任せるとするか
[cd02-0117][06.23.09-06.23.93].ogg,Willem,行くぞ、クトリ
[cd02-0118][06.24.18-06.27.59].ogg,Chtholly,ちょ、君、本気！？待ってよ！
[cd02-0119][06.30.57-06.32.85].ogg,Tiat,それじゃあ、えっと
[cd02-0120][06.34.36-06.36.26].ogg,Tiat,シーン3、カット10
[cd02-0121][06.36.55-06.40.24].ogg,Willem,なあ監督、よく分からんが順番にやらなくていいもんなのか？
[cd02-0122][06.40.41-06.43.18].ogg,Tiat,撮れるシーンから撮るのがセオリーなんですから
[cd02-0123][06.43.57-06.46.47].ogg,Tiat,行くよ、よーい、スタート！
[cd02-0124][06.46.76-06.48.40].ogg,Ithea,ほい、カチンコっと
[cd02-0125][06.49.79-06.52.50].ogg,Willem,待て、待ってください、美しい人
[cd02-0126][06.52.81-06.57.26].ogg,Chtholly,う、美しい人！？そんなこと急に言われても……
[cd02-0127][06.57.41-06.58.44].ogg,Tiat,カット！
[cd02-0128][06.59.48-07.02.32].ogg,Ithea,ダメっすよクトリ、素が出すぎっす
[cd02-0129][07.02.51-07.04.13].ogg,Chtholly,だって！
[cd02-0130][07.04.44-07.08.07].ogg,Tiat,もう一度初めから、それではテイク2
[cd02-0131][07.08.71-07.09.78].ogg,Nephren,撮影準備よし
[cd02-0132][07.10.09-07.12.96].ogg,Tiat,よーい、スタート！
[cd02-0133][07.13.12-07.13.82].ogg,Ithea,カチンコ
[cd02-0134][07.15.21-07.18.68].ogg,Willem,待ってください、そこのお嬢さん、落とし物ですよ
[cd02-0135][07.19.06-07.21.77].ogg,Chtholly,まあ、ありがとう、お優しい人
[cd02-0136][07.22.55-07.26.92].ogg,Chtholly,さっきの曲がり角で、私、何かを落としたのかしら
[cd02-0137][07.27.29-07.30.02].ogg,Willem,このハンケチさ、そしてもう一つ
[cd02-0138][07.30.65-07.32.31].ogg,Willem,僕を恋に落としていった
[cd02-0139][07.32.66-07.34.54].ogg,Ithea,ぶっ、くそ
[cd02-0140][07.35.24-07.36.79].ogg,Nephren,歯が浮いてきた
[cd02-0141][07.37.17-07.42.56].ogg,Chtholly,そ、それではお礼に、あそこのカフェで休んでいきましょう
[cd02-0142][07.42.70-07.47.68].ogg,Willem,ん？よく見れば君のその格好、どこかに仕えるメイドさんかい？
[cd02-0143][07.48.14-07.53.12].ogg,Chtholly,ええ、そうですの、ほら、あそこの大きなお屋敷の
[cd02-0144][07.53.96-07.57.07].ogg,Tiat,そして腕を組み、お店へ行く二人
[cd02-0145][07.57.61-08.01.28].ogg,Tiat,その後ろ姿をじっくりなめ回すように
[cd02-0146][08.01.97-08.02.43].ogg,Nephren,了解
[cd02-0147][08.03.18-08.08.40].ogg,Tiat,そうそう、そのままピントをぼかしながらカメラを空へパンアップして
[cd02-0148][08.08.99-08.10.78].ogg,Tiat,はい、オーケー！
[cd02-0149][08.12.71-08.15.81].ogg,Willem,ああ、やれやれ、どうにも緊張するな
[cd02-0150][08.16.09-08.18.63].ogg,Chtholly,ど、どうだった？私の演技
[cd02-0151][08.18.99-08.21.05].ogg,Willem,あ？お？うんうん、うん
[cd02-0152][08.21.62-08.22.18].ogg,Willem,それは…
[cd02-0153][08.22.30-08.26.67].ogg,Tiat,もう最高です！私の思い描いた通りのお芝居でした
[cd02-0154][08.27.09-08.31.78].ogg,Tiat,クトリ先輩は本当に何をやって最高です、ね！アイセア先輩
[cd02-0155][08.32.11-08.36.44].ogg,Ithea,まあ、味があるというか、癖になると言うか
[cd02-0156][08.36.85-08.41.82].ogg,Ithea,努力している様子はひしひしと伝わってくると言うか
[cd02-0157][08.42.49-08.43.84].ogg,Nephren,撮影上は問題なし
[cd02-0158][08.44.41-08.48.33].ogg,Tiat,よし、この勢いで次のシーンに行くわよ！
[cd02-0159][08.54.71-08.58.64].ogg,Tiat,次はここの草原で、二人が戯れるっていうシーンを撮るわ
[cd02-0160][08.59.38-09.03.20].ogg,Willem,うーん、街での初対面からどう繋がっていくんだ？
[cd02-0161][09.03.93-09.05.58].ogg,Tiat,えっと、それは……
[cd02-0162][09.06.20-09.08.78].ogg,Tiat,大丈夫！編集で何とかするから！
[cd02-0163][09.09.29-09.09.78].ogg,Willem,ふーん
[cd02-0164][09.10.75-09.15.84].ogg,Tiat,それじゃあヴィレムは、クトリ先輩と両手を繋いで楽しそうに輪になって踊って
[cd02-0165][09.16.57-09.20.32].ogg,Tiat,ネフレン先輩、カメラは最後空へパンアップでよろしくです
[cd02-0166][09.20.82-09.21.23].ogg,Nephren,了解
[cd02-0167][09.22.03-09.24.09].ogg,Tiat,それじゃあ、よーい
[cd02-0168][09.24.44-09.26.29].ogg,Chtholly,て、手を、手を
[cd02-0169][09.26.88-09.29.54].ogg,Willem,監督の言うことは絶対だ、やるぞクトリ
[cd02-0170][09.29.79-09.32.83].ogg,Chtholly,そんな急に、ちょっと待ってったら！
[cd02-0171][09.33.27-09.34.71].ogg,Tiat,アクション！
[cd02-0172][09.35.85-09.37.81].ogg,Willem,あはは、あは、あはは
[cd02-0173][09.38.42-09.40.04].ogg,Chtholly,うふ、うふふふふ
[cd02-0174][09.40.92-09.43.10].ogg,Willem,あはは、あはは、あはははは
[cd02-0175][09.43.41-09.44.64].ogg,Chtholly,う、ふふふ
[cd02-0176][09.45.67-09.49.89].ogg,Willem,ほら、俯いてないで顔を上げて笑ってないと、楽しそうにならないだろ
[cd02-0177][09.50.74-09.52.44].ogg,Chtholly,そんなこと言われても
[cd02-0178][09.52.81-09.54.68].ogg,Willem,あはは、はは、はは、はは
[cd02-0179][09.54.73-09.56.55].ogg,Tiat,んー
[cd02-0180][09.57.44-09.58.62].ogg,Nephren,どうしたの？監督君？
[cd02-0181][09.59.13-10.00.97].ogg,Tiat,あの雲の形
[cd02-0182][10.01.47-10.02.73].ogg,Ithea,雲の形？
[cd02-0183][10.03.04-10.05.84].ogg,Tiat,あそこに見えてる雲の形が気に入らない
[cd02-0184][10.06.64-10.10.45].ogg,Tiat,ここは幸せの象徴として、ハートの形がいいのに
[cd02-0185][10.10.85-10.13.99].ogg,Ithea,ストップ、ストップ、雲待ちにするっす
[cd02-0186][10.15.07-10.17.32].ogg,Willem,雲待ち？どういうことだ？
[cd02-0187][10.18.00-10.20.85].ogg,Nephren,監督が雲の形が気に入らないって
[cd02-0188][10.21.59-10.23.62].ogg,Willem,ダグウェポンで何とかならないっすか？
[cd02-0189][10.23.77-10.25.20].ogg,Chtholly,本気で言ってるの？君
[cd02-0190][10.25.52-10.28.24].ogg,Ithea,なるほど、その手があったっすか
[cd02-0191][10.28.85-10.32.38].ogg,Ithea,じゃあ、とくらこのバルガリスでっ、と！
[cd02-0192][10.32.84-10.34.55].ogg,Chtholly,いつの間に持ってきてたのよ
[cd02-0193][10.34.92-10.35.84].ogg,Nephren,小道具として
[cd02-0194][10.36.27-10.37.86].ogg,Ithea,これも助監督の務め
[cd02-0195][10.38.25-10.39.13].ogg,Ithea,行ってくるっす！
[cd02-0196][10.40.83-10.43.31].ogg,Ithea,どあああっ、たぁ！
[cd02-0197][10.45.71-10.49.55].ogg,Tiat,おおー、雲がハートの形になった！
[cd02-0198][10.49.94-10.52.47].ogg,Tiat,今が絶好の撮影チャンス
[cd02-0199][10.53.19-10.54.90].ogg,Nephren,撮影機、準備完了
[cd02-0200][10.55.30-10.56.73].ogg,Willem,よし、やるぞクトリ
[cd02-0201][10.57.17-10.58.46].ogg,Chtholly,わ、わかったわよ
[cd02-0202][10.59.72-11.01.25].ogg,Willem,う、うふふ、ふふ
[cd02-0203][11.01.82-11.03.24].ogg,Chtholly,あ、あはは
[cd02-0204][11.03.55-11.05.55].ogg,Willem,うふふ、ふふふ、うふふ
[cd02-0205][11.05.83-11.07.49].ogg,Chtholly,あ、はははは
[cd02-0206][11.07.71-11.10.90].ogg,Ithea,お空の上から、ただいまーっす！
[cd02-0207][11.11.86-11.14.87].ogg,Ithea,そして、華麗に着地！
[cd02-0208][11.15.50-11.15.79].ogg,Ithea,したっ
[cd02-0209][11.17.82-11.19.26].ogg,Chtholly,やだっ、風が……
[cd02-0210][11.19.64-11.20.77].ogg,Chtholly,ああっ
[cd02-0211][11.22.00-11.25.96].ogg,Tiat,は、クトリ先輩の、パ、パ、パ、パン
[cd02-0212][11.26.33-11.29.33].ogg,Ithea,アりゃりゃ、今の風でチラっちゃったっすか？
[cd02-0213][11.29.66-11.31.17].ogg,Nephren,いたずらな風の妖精
[cd02-0214][11.32.38-11.32.89].ogg,Chtholly,見た！？
[cd02-0215][11.33.35-11.34.07].ogg,Willem,いえ、何も
[cd02-0216][11.34.39-11.39.44].ogg,Chtholly,ねえ、今見たでしょ！絶対見えてた！スカートの中見えちゃったでしょ！
[cd02-0217][11.39.49-11.41.08].ogg,Willem,いやいや、全く視界に
[cd02-0218][11.41.10-11.41.96].ogg,Nephren,ばっちり撮れてる
[cd02-0219][11.42.51-11.46.73].ogg,Chtholly,ふう、ぎゃあああああ！！
[cd02-0220][11.46.86-11.51.21].ogg,Tiat,大丈夫ですよ、クトリ先輩、さすがに今のは
[cd02-0221][11.51.28-11.52.17].ogg,Chtholly,使えないでしょう？
[cd02-0222][11.52.29-11.52.74].ogg,Tiat,ええ
[cd02-0223][11.52.79-11.55.43].ogg,Tiat,エンドロールのNG集のところにしか
[cd02-0224][11.55.44-11.56.40].ogg,Chtholly,使わないで！
[cd02-0225][11.56.51-12.01.04].ogg,Ithea,まあ、クトリのパンツの色が気になる諸兄は、映画の最後の最後まで
[cd02-0226][12.01.35-12.03.72].ogg,Ithea,席を立たずに見てもらうと
[cd02-0227][12.03.86-12.05.29].ogg,Chtholly,見なくていい！
[cd02-0228][12.09.09-12.14.36].ogg,Tiat,じゃあ次のシーン、水の上を走って、クトリ先輩の乗ったボートを追いかけるヴィレム
[cd02-0229][12.15.04-12.17.36].ogg,Willem,うおおおお！！
[cd02-0230][12.17.74-12.20.60].ogg,Ithea,すごい、技官が水の上を！
[cd02-0231][12.20.85-12.22.42].ogg,Willem,ああああああああああ！
[cd02-0232][12.23.70-12.24.89].ogg,Nephren,あ、沈んだ
[cd02-0233][12.26.57-12.29.40].ogg,Tiat,クトリ先輩が悪い奴らに絡まれているの
[cd02-0234][12.29.40-12.32.61].ogg,Tiat,颯爽とヴィレムがやっつけるシーン
[cd02-0235][12.33.10-12.33.88].ogg,Tiat,アクション！
[cd02-0236][12.34.85-12.37.90].ogg,Ithea,よーよー、姉ちゃん、まぶいっすね
[cd02-0237][12.38.19-12.41.71].ogg,Ithea,ちょっと俺たちと遊んでいかっす
[cd02-0238][12.41.71-12.45.44].ogg,Chtholly,あ、あれー、誰か助けてー
[cd02-0239][12.45.93-12.47.21].ogg,Willem,待てい！
[cd02-0240][12.47.27-12.48.99].ogg,Ithea,な、何者っすか？
[cd02-0241][12.49.39-12.51.85].ogg,Willem,貴様ら悪党に名乗る名前はない！とぉ！
[cd02-0242][12.52.45-12.52.97].ogg,Willem,どはっ！
[cd02-0243][12.54.03-12.58.81].ogg,Ithea,お、覚えてやがれっす、べーっ
[cd02-0244][12.59.32-13.00.54].ogg,Willem,おとといきやがれ
[cd02-0245][13.01.19-13.03.03].ogg,Chtholly,本当にこんな感じでいいの？
[cd02-0246][13.04.42-13.06.60].ogg,Tiat,はいヴィレム、そこで死んで！
[cd02-0247][13.07.44-13.09.91].ogg,Willem,痛っ！これ、マジで痛い！
[cd02-0248][13.11.14-13.15.01].ogg,Tiat,はい、そこでクトリ先輩、感激のあまり卵を産む
[cd02-0249][13.15.26-13.16.07].ogg,Chtholly,できないわよ！
[cd02-0250][13.20.61-13.22.65].ogg,Nephren,最後は妖精倉庫で撮影
[cd02-0251][13.23.04-13.26.88].ogg,Tiat,うん。追っ手から逃げてきた二人は、何やかんやあって
[cd02-0252][13.27.15-13.28.75].ogg,Tiat,田舎の寄宿舎にやってくる
[cd02-0253][13.29.20-13.35.67].ogg,Tiat,そして何やかんやあって、二人は愛を誓う、感動的クライマックス
[cd02-0254][13.36.14-13.40.47].ogg,Willem,あー、念のため聞くが、どういった経緯でここに来るかとかは？
[cd02-0255][13.40.53-13.43.10].ogg,Tiat,大丈夫！編集で何とかするから！
[cd02-0256][13.43.58-13.47.82].ogg,Nephren,監督、そこの木の下のあたり、木漏れ日がいい感じ
[cd02-0257][13.48.37-13.53.22].ogg,Tiat,おおー、確かに！それじゃあキスシーンはそこで撮りましょう！
[cd02-0258][13.53.45-13.56.66].ogg,Chtholly,き、き、き、き、き、キスシーン！？
[cd02-0259][13.57.51-13.59.69].ogg,Willem,ここまで来たんだ、やるしかねえだろう
[cd02-0260][13.59.80-14.01.66].ogg,Chtholly,ちょ、まっ、引っ張らないで！
[cd02-0261][14.02.01-14.02.50].ogg,Chtholly,は？
[cd02-0262][14.04.21-14.06.48].ogg,Tiat,いい、すごくいい！
[cd02-0263][14.07.07-14.11.40].ogg,Tiat,木の幹を背にするクトリ先輩にぐっと迫るヴィレム
[cd02-0264][14.11.86-14.13.86].ogg,Tiat,腕をドンと木に押し付けて
[cd02-0265][14.14.51-14.14.81].ogg,Tiat,は
[cd02-0266][14.15.21-14.17.01].ogg,Tiat,ネフレン先輩、カメラは？
[cd02-0267][14.17.50-14.19.54].ogg,Nephren,大丈夫、既に撮影してる
[cd02-0268][14.19.99-14.22.89].ogg,Ithea,技官も技官で、やるときはやるっすね
[cd02-0269][14.23.79-14.30.42].ogg,Tiat,そこでヴィレムが包み込むように、クトリ先輩にき、き、き、キスを！
[cd02-0270][14.30.96-14.31.81].ogg,Willem,いいな？クトリ
[cd02-0271][14.32.35-14.35.26].ogg,Chtholly,待ってったら！冗談なら怒るわよ！
[cd02-0272][14.35.75-14.37.42].ogg,Willem,冗談でこんなことするか？
[cd02-0273][14.37.94-14.38.24].ogg,Chtholly,え？
[cd02-0274][14.38.99-14.42.47].ogg,Willem,真似事撮影とは言え、ここまでティアットに付き合ってやったんだ
[cd02-0275][14.43.05-14.45.92].ogg,Willem,最後まで面倒見るのが、俺らの務めってもんだろう
[cd02-0276][14.46.00-14.49.08].ogg,Chtholly,いやいやいや、でも、だからって
[cd02-0277][14.49.54-14.54.23].ogg,Willem,この角度なら腕で隠せる、本当にする必要はねえよ、安心しな
[cd02-0278][14.55.01-14.59.72].ogg,Chtholly,そんなこと言われても、こんなに君の顔が
[cd02-0279][15.00.50-15.01.25].ogg,Chtholly,近いじゃ……
[cd02-0280][15.02.31-15.05.07].ogg,Chtholly,息も、かかって……
[cd02-0281][15.05.74-15.06.12].ogg,Willem,クトリ
[cd02-0282][15.07.36-15.09.66].ogg,Chtholly,ふん
[cd02-0283][15.11.05-15.13.19].ogg,Chtholly,も…駄目
[cd02-0284][15.14.64-15.16.16].ogg,Willem,なっ、おい、クトリ！
[cd02-0285][15.16.40-15.17.18].ogg,Tiat,先輩！
[cd02-0286][15.17.76-15.18.24].ogg,Chtholly,きゅう
[cd02-0287][15.18.74-15.23.60].ogg,Tiat,クトリ先輩！クトリ先輩！
[cd02-0288][15.32.03-15.36.59].ogg,Tiat,えー、コホン、本日は私の初監督作品
[cd02-0289][15.37.01-15.43.27].ogg,Tiat,「さらば愛しき恋人、恋に恋して愛してるの」完成披露試写会にお集まりいただき
[cd02-0290][15.43.58-15.45.76].ogg,Tiat,まことにありがとうございます
[cd02-0291][15.46.36-15.48.33].ogg,Ithea,そんなタイトルだったんっすね
[cd02-0292][15.48.82-15.50.74].ogg,Nephren,言葉の意味、すごく被ってる
[cd02-0293][15.51.45-15.54.05].ogg,Tiat,関係者様だけを集めたこの席で
[cd02-0294][15.54.45-15.57.66].ogg,Tiat,いち早くフィルムをご覧いただければと思います
[cd02-0295][15.58.10-15.59.82].ogg,Willem,関係者も何も
[cd02-0296][16.00.09-16.03.51].ogg,Chtholly,自分たちで撮影して自分たちで見ているだけだよね
[cd02-0297][16.04.26-16.09.06].ogg,Tiat,それでは上映いたします、最後までごゆっくりどうぞ
[cd02-0298][16.11.62-16.14.13].ogg,Ithea,でも、あんだけめちゃくちゃなシーンの羅列
[cd02-0299][16.14.53-16.16.01].ogg,Ithea,まとまってるんっすかね
[cd02-0300][16.16.52-16.20.08].ogg,Chtholly,うーん、どうかな
[cd02-0301][16.20.51-16.21.55].ogg,Chtholly,レンはどう思う？
[cd02-0302][16.22.23-16.24.19].ogg,Nephren,私はただ撮影してただけ
[cd02-0303][16.24.95-16.26.99].ogg,Willem,まあ結果はお察しだろうけどよ
[cd02-0304][16.27.55-16.32.09].ogg,Willem,ティアットのやつ、一生懸命やってたんだ、ちょっと見て拍手してやろうぜ
[cd02-0305][16.32.52-16.36.68].ogg,Chtholly,うん、そうよね、面白かったって言ってあげましょう
[cd02-0306][16.36.98-16.38.19].ogg,Ithea,おっ、始まるっす
[cd02-0307][16.44.15-16.45.80].ogg,Chtholly,う、う、うん？
[cd02-0308][16.47.01-16.48.41].ogg,Nephren,どういうこと？
[cd02-0309][16.49.08-16.51.58].ogg,Ithea,何なんっすか、これ
[cd02-0310][16.52.26-16.55.03].ogg,Willem,そんな、こいつは……
[cd02-0311][16.56.07-16.57.10].ogg,,面白い！
[cd02-0312][16.57.50-16.58.51].ogg,Tiat,えっへん！
[cd03-0000][00.02.11-00.04.50].ogg,Nygglatho,あら？珍しいわね、ネフレン
[cd03-0001][00.05.05-00.05.84].ogg,Nephren,ナイグラート
[cd03-0002][00.06.28-00.10.03].ogg,Nygglatho,どういう風の吹き回し？あなたが厨房にいるなんて
[cd03-0003][00.10.84-00.12.09].ogg,Nephren,ん、ちょっと
[cd03-0004][00.12.89-00.17.96].ogg,Nygglatho,もしかして、恋する乙女の手料理だったりするのかしら？
[cd03-0005][00.18.26-00.18.85].ogg,Nephren,それはない
[cd03-0006][00.19.28-00.21.54].ogg,Nygglatho,あらそう、つまんないわね
[cd03-0007][00.22.07-00.26.43].ogg,Nephren,図書室に料理の本があった。面白そうだから試してみたい
[cd03-0008][00.27.14-00.28.23].ogg,Nephren,ほら、見て
[cd03-0009][00.32.97-00.36.98].ogg,Nygglatho,あら、これは本当、珍しい料理ね
[cd03-0010][00.37.45-00.42.14].ogg,Nephren,ヴィレムは料理も上手だから、でも、これならびっくりすると思う
[cd03-0011][00.42.64-00.45.40].ogg,Nygglatho,なんだ、やっぱり乙女の手料理じゃない
[cd03-0012][00.45.79-00.46.55].ogg,Nephren,何か言った？
[cd03-0013][00.46.74-00.48.57].ogg,Nygglatho,いいえ、なんでも
[cd03-0014][00.50.19-00.52.45].ogg,Nygglatho,うん？うは！
[cd03-0015][00.53.39-00.58.00].ogg,Nygglatho,でもこれ珍しい料理なだけに、食材も普段見かけないものばかり
[cd03-0016][00.58.59-01.02.37].ogg,Nygglatho,うちの食料庫にも、きっと街のお店にもないと思うわよ
[cd03-0017][01.03.52-01.03.88].ogg,Nephren,そう
